cipher,structure,network,model_key,family,architecture_rank,score,rounds,seed,samples_per_class,pairs_per_sample,feature_encoding,negative_mode,train_key,validation_key,difference_profile,difference_member,evidence,literature
SPECK32/64,ARX,StructureAdaptive-PairSet-DBitNet,structure_adaptive_pairset_dbitnet,structure_pairset,0,70,7,0,32768,4,ciphertext_pair_xor_bits,encrypted_random_plaintexts,0x1918111009080100,0x0f0e0d0c0b0a0908,speck32_gohr2019,0,10-seed confirmation for SPECK32/64 ARX keyless partial-inverse structure feature after 4-seed screen,Gohr 2019 SPECK32 neural differential cryptanalysis; ARX public partial-inverse structure alignment for innovation one
SPECK32/64,ARX,StructureAdaptive-PairSet-DBitNet,structure_adaptive_pairset_dbitnet,structure_pairset,0,70,7,1,32768,4,ciphertext_pair_xor_bits,encrypted_random_plaintexts,0x1918111009080100,0x0f0e0d0c0b0a0908,speck32_gohr2019,0,10-seed confirmation for SPECK32/64 ARX keyless partial-inverse structure feature after 4-seed screen,Gohr 2019 SPECK32 neural differential cryptanalysis; ARX public partial-inverse structure alignment for innovation one
SPECK32/64,ARX,StructureAdaptive-PairSet-DBitNet,structure_adaptive_pairset_dbitnet,structure_pairset,0,70,7,2,32768,4,ciphertext_pair_xor_bits,encrypted_random_plaintexts,0x1918111009080100,0x0f0e0d0c0b0a0908,speck32_gohr2019,0,10-seed confirmation for SPECK32/64 ARX keyless partial-inverse structure feature after 4-seed screen,Gohr 2019 SPECK32 neural differential cryptanalysis; ARX public partial-inverse structure alignment for innovation one
SPECK32/64,ARX,StructureAdaptive-PairSet-DBitNet,structure_adaptive_pairset_dbitnet,structure_pairset,0,70,7,3,32768,4,ciphertext_pair_xor_bits,encrypted_random_plaintexts,0x1918111009080100,0x0f0e0d0c0b0a0908,speck32_gohr2019,0,10-seed confirmation for SPECK32/64 ARX keyless partial-inverse structure feature after 4-seed screen,Gohr 2019 SPECK32 neural differential cryptanalysis; ARX public partial-inverse structure alignment for innovation one
SPECK32/64,ARX,StructureAdaptive-PairSet-DBitNet,structure_adaptive_pairset_dbitnet,structure_pairset,0,70,7,4,32768,4,ciphertext_pair_xor_bits,encrypted_random_plaintexts,0x1918111009080100,0x0f0e0d0c0b0a0908,speck32_gohr2019,0,10-seed confirmation for SPECK32/64 ARX keyless partial-inverse structure feature after 4-seed screen,Gohr 2019 SPECK32 neural differential cryptanalysis; ARX public partial-inverse structure alignment for innovation one
SPECK32/64,ARX,StructureAdaptive-PairSet-DBitNet,structure_adaptive_pairset_dbitnet,structure_pairset,0,70,7,5,32768,4,ciphertext_pair_xor_bits,encrypted_random_plaintexts,0x1918111009080100,0x0f0e0d0c0b0a0908,speck32_gohr2019,0,10-seed confirmation for SPECK32/64 ARX keyless partial-inverse structure feature after 4-seed screen,Gohr 2019 SPECK32 neural differential cryptanalysis; ARX public partial-inverse structure alignment for innovation one
SPECK32/64,ARX,StructureAdaptive-PairSet-DBitNet,structure_adaptive_pairset_dbitnet,structure_pairset,0,70,7,6,32768,4,ciphertext_pair_xor_bits,encrypted_random_plaintexts,0x1918111009080100,0x0f0e0d0c0b0a0908,speck32_gohr2019,0,10-seed confirmation for SPECK32/64 ARX keyless partial-inverse structure feature after 4-seed screen,Gohr 2019 SPECK32 neural differential cryptanalysis; ARX public partial-inverse structure alignment for innovation one
SPECK32/64,ARX,StructureAdaptive-PairSet-DBitNet,structure_adaptive_pairset_dbitnet,structure_pairset,0,70,7,7,32768,4,ciphertext_pair_xor_bits,encrypted_random_plaintexts,0x1918111009080100,0x0f0e0d0c0b0a0908,speck32_gohr2019,0,10-seed confirmation for SPECK32/64 ARX keyless partial-inverse structure feature after 4-seed screen,Gohr 2019 SPECK32 neural differential cryptanalysis; ARX public partial-inverse structure alignment for innovation one
SPECK32/64,ARX,StructureAdaptive-PairSet-DBitNet,structure_adaptive_pairset_dbitnet,structure_pairset,0,70,7,8,32768,4,ciphertext_pair_xor_bits,encrypted_random_plaintexts,0x1918111009080100,0x0f0e0d0c0b0a0908,speck32_gohr2019,0,10-seed confirmation for SPECK32/64 ARX keyless partial-inverse structure feature after 4-seed screen,Gohr 2019 SPECK32 neural differential cryptanalysis; ARX public partial-inverse structure alignment for innovation one
SPECK32/64,ARX,StructureAdaptive-PairSet-DBitNet,structure_adaptive_pairset_dbitnet,structure_pairset,0,70,7,9,32768,4,ciphertext_pair_xor_bits,encrypted_random_plaintexts,0x1918111009080100,0x0f0e0d0c0b0a0908,speck32_gohr2019,0,10-seed confirmation for SPECK32/64 ARX keyless partial-inverse structure feature after 4-seed screen,Gohr 2019 SPECK32 neural differential cryptanalysis; ARX public partial-inverse structure alignment for innovation one
SPECK32/64,ARX,StructureAdaptive-PairSet-DBitNet,structure_adaptive_pairset_dbitnet,structure_pairset,0,70,7,0,32768,4,ciphertext_pair_xor_arx_aligned_bits,encrypted_random_plaintexts,0x1918111009080100,0x0f0e0d0c0b0a0908,speck32_gohr2019,0,10-seed confirmation for SPECK32/64 ARX keyless partial-inverse structure feature after 4-seed screen,Gohr 2019 SPECK32 neural differential cryptanalysis; ARX public partial-inverse structure alignment for innovation one
